,prompt,orig_completion,completion
4813,What's the breakdown of Engagement rate by Initial Keyword Match UnitType in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_keyword_match_type"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:engagement_rate,qf:-,qb:initial_keyword_match_type}"
4814,Engagement rate by Latest Referrer,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_referrer"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:engagement_rate,qf:-,qb:latest_referrer}"
4815,What's the breakdown of Engagement rate by Latest Referrer in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_referrer"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:engagement_rate,qf:-,qb:latest_referrer}"
4816,What's the breakdown of Engagement rate by Latest Referrer in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_referrer"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:engagement_rate,qf:-,qb:latest_referrer}"
4817,What's the breakdown of Engagement rate by Latest Referrer in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_referrer"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:engagement_rate,qf:-,qb:latest_referrer}"
4818,Engagement rate by 6signal Employee Count,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_employee_count"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:engagement_rate,qf:-,qb:6Signal_employee_count}"
4819,What's the breakdown of Engagement rate by 6signal Employee Count in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_employee_count"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:engagement_rate,qf:-,qb:6Signal_employee_count}"
4820,What's the breakdown of Engagement rate by 6signal Employee Count in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_employee_count"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:engagement_rate,qf:-,qb:6Signal_employee_count}"
4821,What's the breakdown of Engagement rate by 6signal Employee Count in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_employee_count"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:engagement_rate,qf:-,qb:6Signal_employee_count}"
4822,Engagement rate by Platform,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$platform"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:engagement_rate,qf:-,qb:platform}"
4823,What's the breakdown of Engagement rate by Platform in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$platform"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:engagement_rate,qf:-,qb:platform}"
4824,What's the breakdown of Engagement rate by Platform in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$platform"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:engagement_rate,qf:-,qb:platform}"
4825,What's the breakdown of Engagement rate by Platform in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$platform"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:engagement_rate,qf:-,qb:platform}"
4826,Engagement rate by Initial Referrer Domain,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_referrer_domain"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:engagement_rate,qf:-,qb:initial_referrer_domain}"
4827,What's the breakdown of Engagement rate by Initial Referrer Domain in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_referrer_domain"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:engagement_rate,qf:-,qb:initial_referrer_domain}"
4828,What's the breakdown of Engagement rate by Initial Referrer Domain in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_referrer_domain"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:engagement_rate,qf:-,qb:initial_referrer_domain}"
4829,What's the breakdown of Engagement rate by Initial Referrer Domain in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_referrer_domain"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:engagement_rate,qf:-,qb:initial_referrer_domain}"
4830,Engagement rate by 6signal Revenue Range,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_revenue_range"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:engagement_rate,qf:-,qb:6Signal_revenue_range}"
4831,What's the breakdown of Engagement rate by 6signal Revenue Range in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_revenue_range"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:engagement_rate,qf:-,qb:6Signal_revenue_range}"
4832,What's the breakdown of Engagement rate by 6signal Revenue Range in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_revenue_range"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:engagement_rate,qf:-,qb:6Signal_revenue_range}"
4833,What's the breakdown of Engagement rate by 6signal Revenue Range in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_revenue_range"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:engagement_rate,qf:-,qb:6Signal_revenue_range}"
4834,Engagement rate by Hour of First Event,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$hour_of_first_event"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:engagement_rate,qf:-,qb:hour_of_first_event}"
4835,What's the breakdown of Engagement rate by Hour of First Event in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$hour_of_first_event"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:engagement_rate,qf:-,qb:hour_of_first_event}"
4836,What's the breakdown of Engagement rate by Hour of First Event in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$hour_of_first_event"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:engagement_rate,qf:-,qb:hour_of_first_event}"
4837,What's the breakdown of Engagement rate by Hour of First Event in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$hour_of_first_event"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:engagement_rate,qf:-,qb:hour_of_first_event}"
4838,Engagement rate by Initial Cost,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_cost"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:engagement_rate,qf:-,qb:initial_cost}"
4839,What's the breakdown of Engagement rate by Initial Cost in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_cost"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:engagement_rate,qf:-,qb:initial_cost}"
4840,What's the breakdown of Engagement rate by Initial Cost in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_cost"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:engagement_rate,qf:-,qb:initial_cost}"
4841,What's the breakdown of Engagement rate by Initial Cost in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_cost"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:engagement_rate,qf:-,qb:initial_cost}"
4842,Engagement rate by Device Carrier,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$device_carrier"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:engagement_rate,qf:-,qb:device_carrier}"
4843,What's the breakdown of Engagement rate by Device Carrier in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$device_carrier"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:engagement_rate,qf:-,qb:device_carrier}"
4844,What's the breakdown of Engagement rate by Device Carrier in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$device_carrier"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:engagement_rate,qf:-,qb:device_carrier}"
4845,What's the breakdown of Engagement rate by Device Carrier in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$device_carrier"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:engagement_rate,qf:-,qb:device_carrier}"
4846,Engagement rate by First Name,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$first_name"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:engagement_rate,qf:-,qb:first_name}"
4847,What's the breakdown of Engagement rate by First Name in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$first_name"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:engagement_rate,qf:-,qb:first_name}"
4848,What's the breakdown of Engagement rate by First Name in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$first_name"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:engagement_rate,qf:-,qb:first_name}"
4849,What's the breakdown of Engagement rate by First Name in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$first_name"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:engagement_rate,qf:-,qb:first_name}"
4850,Engagement rate by 6signal Region,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_region"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:engagement_rate,qf:-,qb:6Signal_region}"
