,prompt,orig_completion,completion
4877,What's the breakdown of Engagement rate by Initial Keyword in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_keyword"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:engagement_rate,qf:-,qb:initial_keyword}"
4878,What's the breakdown of Engagement rate by Initial Keyword in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_keyword"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:engagement_rate,qf:-,qb:initial_keyword}"
4879,What's the breakdown of Engagement rate by Initial Keyword in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_keyword"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:engagement_rate,qf:-,qb:initial_keyword}"
4880,Engagement rate by 6signal Industry,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_industry"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:engagement_rate,qf:-,qb:6Signal_industry}"
4881,What's the breakdown of Engagement rate by 6signal Industry in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_industry"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:engagement_rate,qf:-,qb:6Signal_industry}"
4882,What's the breakdown of Engagement rate by 6signal Industry in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_industry"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:engagement_rate,qf:-,qb:6Signal_industry}"
4883,What's the breakdown of Engagement rate by 6signal Industry in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_industry"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:engagement_rate,qf:-,qb:6Signal_industry}"
4884,Engagement rate by Region,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$region"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:engagement_rate,qf:-,qb:region}"
4885,What's the breakdown of Engagement rate by Region in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$region"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:engagement_rate,qf:-,qb:region}"
4886,What's the breakdown of Engagement rate by Region in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$region"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:engagement_rate,qf:-,qb:region}"
4887,What's the breakdown of Engagement rate by Region in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$region"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:engagement_rate,qf:-,qb:region}"
4888,Engagement rate by Initial Page Spent Time,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_page_spent_time"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:engagement_rate,qf:-,qb:initial_page_spent_time}"
4889,What's the breakdown of Engagement rate by Initial Page Spent Time in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_page_spent_time"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:engagement_rate,qf:-,qb:initial_page_spent_time}"
4890,What's the breakdown of Engagement rate by Initial Page Spent Time in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_page_spent_time"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:engagement_rate,qf:-,qb:initial_page_spent_time}"
4891,What's the breakdown of Engagement rate by Initial Page Spent Time in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_page_spent_time"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:engagement_rate,qf:-,qb:initial_page_spent_time}"
4892,Engagement rate by Name,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$name"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:engagement_rate,qf:-,qb:name}"
4893,What's the breakdown of Engagement rate by Name in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$name"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:engagement_rate,qf:-,qb:name}"
4894,What's the breakdown of Engagement rate by Name in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$name"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:engagement_rate,qf:-,qb:name}"
4895,What's the breakdown of Engagement rate by Name in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$name"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:engagement_rate,qf:-,qb:name}"
4896,Total Sessions by Source,"{""query_type"": ""kpi"", ""query_entity_1"": ""total_sessions"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$source"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:total_sessions,qf:-,qb:source}"
4897,What's the breakdown of Total Sessions by Source in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""total_sessions"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$source"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:total_sessions,qf:-,qb:source}"
4898,What's the breakdown of Total Sessions by Source in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""total_sessions"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$source"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:total_sessions,qf:-,qb:source}"
4899,What's the breakdown of Total Sessions by Source in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""total_sessions"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$source"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:total_sessions,qf:-,qb:source}"
4900,Total Sessions by Medium,"{""query_type"": ""kpi"", ""query_entity_1"": ""total_sessions"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$medium"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:total_sessions,qf:-,qb:medium}"
4901,What's the breakdown of Total Sessions by Medium in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""total_sessions"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$medium"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:total_sessions,qf:-,qb:medium}"
4902,What's the breakdown of Total Sessions by Medium in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""total_sessions"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$medium"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:total_sessions,qf:-,qb:medium}"
4903,What's the breakdown of Total Sessions by Medium in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""total_sessions"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$medium"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:total_sessions,qf:-,qb:medium}"
4904,Total Sessions by Campaign,"{""query_type"": ""kpi"", ""query_entity_1"": ""total_sessions"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$campaign"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:total_sessions,qf:-,qb:campaign}"
4905,What's the breakdown of Total Sessions by Campaign in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""total_sessions"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$campaign"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:total_sessions,qf:-,qb:campaign}"
4906,What's the breakdown of Total Sessions by Campaign in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""total_sessions"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$campaign"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:total_sessions,qf:-,qb:campaign}"
4907,What's the breakdown of Total Sessions by Campaign in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""total_sessions"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$campaign"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:total_sessions,qf:-,qb:campaign}"
4908,Total Sessions by Adgroup,"{""query_type"": ""kpi"", ""query_entity_1"": ""total_sessions"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$adgroup"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:total_sessions,qf:-,qb:adgroup}"
4909,What's the breakdown of Total Sessions by Adgroup in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""total_sessions"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$adgroup"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:total_sessions,qf:-,qb:adgroup}"
4910,What's the breakdown of Total Sessions by Adgroup in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""total_sessions"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$adgroup"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:total_sessions,qf:-,qb:adgroup}"
4911,What's the breakdown of Total Sessions by Adgroup in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""total_sessions"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$adgroup"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:total_sessions,qf:-,qb:adgroup}"
4912,Total Sessions by Keyword,"{""query_type"": ""kpi"", ""query_entity_1"": ""total_sessions"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$keyword"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:total_sessions,qf:-,qb:keyword}"
4913,What's the breakdown of Total Sessions by Keyword in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""total_sessions"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$keyword"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:total_sessions,qf:-,qb:keyword}"
4914,What's the breakdown of Total Sessions by Keyword in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""total_sessions"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$keyword"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:total_sessions,qf:-,qb:keyword}"
4915,What's the breakdown of Total Sessions by Keyword in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""total_sessions"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$keyword"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:total_sessions,qf:-,qb:keyword}"
4916,Total Sessions by Content,"{""query_type"": ""kpi"", ""query_entity_1"": ""total_sessions"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$content"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:total_sessions,qf:-,qb:content}"
